
linear_search, 10, Time/s, 0.004,1
linear_search, 10, Time/s, 0.003,1
linear_search, 10, Time/s, 0.004,1
linear_search, 10, Time/s, 0.006,1
linear_search, 10, Time/s, 0.005,1
linear_search, 10, Time/s, 0.006,1
linear_search, 10, Time/s, 0.003,1
linear_search, 10, Time/s, 0.003,1
binary_search_opt, 10, Time/s, 0.036,20
binary_search_opt, 10, Time/s, 0.043,20
binary_search, 10, Time/s, 0.097,20
binary_search, 10, Time/s, 0.104,20
binary_search, 100, Time/s, 0.146,20
binary_search, 100, Time/s, 0.153,20
binary_search_opt, 100, Time/s, 0.078,20
binary_search_opt, 100, Time/s, 0.086,20
binary_search_opt, 1000, Time/s, 0.404,20
binary_search_opt, 1000, Time/s, 0.412,20
binary_search, 1000, Time/s, 0.515,20
binary_search, 1000, Time/s, 0.522,20
almost_search, 1000, Time/s, 1.764,20
almost_search, 1000, Time/s, 1.764,20
almost_search_opt, 1000, Time/s, 0.982,20
almost_search_opt, 1000, Time/s, 0.982,20
almost_search_opt, 1000, Time/s, 0.985,10
almost_search_opt, 1000, Time/s, 1.000,10
