batcher_sort, 10, Time/s, 0.046,10
quick_sort, 10, Time/s, 0.018,10
batcher_sort, 100, Time/s, 0.912,10
quick_sort, 100, Time/s, 0.405,10
batcher_sort, 1000, Time/s, 14.817,10
quick_sort, 1000, Time/s, 6.677,10
batcher_sort, 10000, Time/s, 477.358,10
quick_sort, 10000, Time/s, 95.459,10
line_search, 10, Time/s, 3.265,10
line_insect_opt, 10, Time/s, 2.688,10
line_search, 100, Time/s, 32.165,10
line_insect_opt, 100, Time/s, 26.416,10
line_search, 1000, Time/s, 320.368,10
line_insect_opt, 1000, Time/s, 261.388,10
linear_search, 10, Time/s, 0.534,10
linear_search_opt, 10, Time/s, 0.026,10
linear_search, 100, Time/s, 4.821,10
linear_search_opt, 100, Time/s, 0.220,10
linear_search, 1000, Time/s, 48.126,10
linear_search_opt, 1000, Time/s, 2.001,10
linear_search, 10000, Time/s, 481.939,10
linear_search_opt, 10000, Time/s, 19.966,10
binary_search, 10, Time/s, 0.896,10
binary_search_opt, 10, Time/s, 0.417,10
binary_search, 100, Time/s, 2.425,10
binary_search_opt, 100, Time/s, 1.637,10
binary_search, 1000, Time/s, 9.754,10
binary_search_opt, 1000, Time/s, 8.025,10
binary_search, 10000, Time/s, 99.043,10
binary_search_opt, 10000, Time/s, 86.270,10
almost_search, 10, Time/s, 1.975,10
almost_search_opt, 10, Time/s, 0.941,10
almost_search, 100, Time/s, 6.087,10
almost_search_opt, 100, Time/s, 3.960,10
almost_search, 1000, Time/s, 27.509,10
almost_search_opt, 1000, Time/s, 21.802,10
almost_search, 10000, Time/s, 295.545,10
almost_search_opt, 10000, Time/s, 240.973,10
naive_psi, 10, Time/s, 0.056,10
naive_psi_opt, 10, Time/s, 0.004,10
naive_psi, 100, Time/s, 4.800,10
naive_psi_opt, 100, Time/s, 0.310,10
naive_psi, 1000, Time/s, 475.423,10
naive_psi_opt, 1000, Time/s, 29.610,10
