linear_search,1/10, Time/s, 0.000278, 20
linear_search,1/10, Gates/1e6, 0.000598, 20
linear_search,1/10, Bytes/MB, 0.019136, 20
linear_search,1/20, Time/s, 0.000617, 20
linear_search,1/20, Gates/1e6, 0.001228, 20
linear_search,1/20, Bytes/MB, 0.039296, 20
linear_search,1/30, Time/s, 0.000939, 20
linear_search,1/30, Gates/1e6, 0.001858, 20
linear_search,1/30, Bytes/MB, 0.059456, 20
linear_search,1/40, Time/s, 0.001209, 20
linear_search,1/40, Gates/1e6, 0.002488, 20
linear_search,1/40, Bytes/MB, 0.079616, 20
linear_search,1/50, Time/s, 0.001443, 20
linear_search,1/50, Gates/1e6, 0.003118, 20
linear_search,1/50, Bytes/MB, 0.099776, 20
linear_search,1/60, Time/s, 0.001900, 20
linear_search,1/60, Gates/1e6, 0.003748, 20
linear_search,1/60, Bytes/MB, 0.119936, 20
linear_search,1/70, Time/s, 0.002115, 20
linear_search,1/70, Gates/1e6, 0.004378, 20
linear_search,1/70, Bytes/MB, 0.140096, 20
linear_search,1/80, Time/s, 0.002526, 20
linear_search,1/80, Gates/1e6, 0.005008, 20
linear_search,1/80, Bytes/MB, 0.160256, 20
linear_search,1/90, Time/s, 0.002644, 20
linear_search,1/90, Gates/1e6, 0.005638, 20
linear_search,1/90, Bytes/MB, 0.180416, 20
linear_search,1/100, Time/s, 0.003049, 20
linear_search,1/100, Gates/1e6, 0.006268, 20
linear_search,1/100, Bytes/MB, 0.200576, 20
