batcher_sort, 10, Time/s, 1.672,10
batcher_sort, 10, Time/s, 1.681,10
quick_sort, 10, Time/s, 0.033,10
quick_sort, 10, Time/s, 0.042,10
batcher_sort, 20, Time/s, 8.932,10
batcher_sort, 20, Time/s, 8.941,10
quick_sort, 20, Time/s, 0.095,10
quick_sort, 20, Time/s, 0.104,10
quick_sort, 20, Time/s, 0.113,10
quick_sort, 10, Time/s, 0.041,1
quick_sort, 10, Time/s, 0.130,1
quick_sort, 20, Time/s, 0.108,1
quick_sort, 20, Time/s, 0.198,1
quick_sort, 2, Time/s, 0.016,1
quick_sort, 2, Time/s, 0.106,1
quick_sort, 2, Time/s, 0.017,1
quick_sort, 2, Time/s, 0.106,1
quick_sort, 2, Time/s, 0.017,1
quick_sort, 2, Time/s, 0.105,1
quick_sort, 2, Time/s, 0.018,1
quick_sort, 2, Time/s, 0.106,1
quick_sort, 3, Time/s, 0.021,1
quick_sort, 3, Time/s, 0.109,1
quick_sort, 2, Time/s, 0.018,1
quick_sort, 2, Time/s, 0.106,1
quick_sort, 3, Time/s, 0.020,1
quick_sort, 3, Time/s, 0.109,1
batcher_sort, 2, Time/s, 0.076,1
batcher_sort, 2, Time/s, 0.166,1
quick_sort, 2, Time/s, 0.017,1
quick_sort, 2, Time/s, 0.106,1
batcher_sort, 2, Time/s, 0.138,1
batcher_sort, 2, Time/s, 0.225,1
quick_sort, 2, Time/s, 0.018,1
quick_sort, 2, Time/s, 0.106,1
quick_sort, 5, Time/s, 0.025,1
quick_sort, 5, Time/s, 0.114,1
batcher_sort, 5, Time/s, 0.039,1
batcher_sort, 5, Time/s, 0.127,1
quick_sort, 5, Time/s, 0.025,1
quick_sort, 5, Time/s, 0.114,1
quick_sort, 3, Time/s, 0.020,1
quick_sort, 3, Time/s, 0.108,1
batcher_sort, 3, Time/s, 0.214,1
batcher_sort, 3, Time/s, 0.368,1
quick_sort, 3, Time/s, 0.068,1
quick_sort, 3, Time/s, 0.221,1
batcher_sort, 10, Time/s, 2.830,10
batcher_sort, 10, Time/s, 2.845,10
batcher_sort, 20, Time/s, 14.727,10
batcher_sort, 20, Time/s, 14.743,10
batcher_sort, 30, Time/s, 37.029,10
batcher_sort, 30, Time/s, 37.045,10
batcher_sort, 40, Time/s, 76.459,10
batcher_sort, 40, Time/s, 76.474,10
batcher_sort, 50, Time/s, 123.317,10
batcher_sort, 50, Time/s, 123.332,10
batcher_sort, 60, Time/s, 181.443,10
batcher_sort, 60, Time/s, 181.458,10
batcher_sort, 70, Time/s, 266.801,10
batcher_sort, 70, Time/s, 266.817,10
batcher_sort, 80, Time/s, 364.190,10
batcher_sort, 80, Time/s, 364.205,10
batcher_sort, 90, Time/s, 464.235,10
batcher_sort, 90, Time/s, 464.250,10
batcher_sort, 100, Time/s, 581.186,10
batcher_sort, 100, Time/s, 581.201,10
